Brand,Model,UsedOrNew,Transmission,DriveType,FuelType,Kilometres,CylindersinEngine,BodyType,Doors,Seats,Price,EngineCapacity,FuelConsumptionPer100km,ColourExt,City,State,YearRanges
Mazda,CX-5,USED,Automatic,AWD,Unleaded,83095.0,4,SUV,4,5,26990.0,2.5,7.4,Red,Campbelltown,NSW,2012-2016
Toyota,HiAce,USED,Automatic,Rear,Unleaded,167379.0,4,Commercial,4,2,32900.0,2.842857142857143,9.511267605633805,White,Ingleburn,NSW,2012-2016
Isuzu,D-MAX,USED,Automatic,4WD,Diesel,192988.0,4,Ute / Tray,4,5,28999.0,3.0,7.7,White,Five Dock,NSW,2017-2019
Mercedes-Benz,A200,USED,Automatic,Front,Diesel,105663.0,4,Hatchback,5,5,22500.0,1.8,4.6,Blue,Campbelltown,NSW,2012-2016
Toyota,HiAce,USED,Manual,Rear,Unleaded,222603.0,4,Commercial,4,3,17990.0,2.7,11.6,White,Croydon,NSW,Before 2012
Ford,Puma,USED,Automatic,Front,Premium,22300.0,3,SUV,5,5,27800.0,1.0,5.3,Blue,Smithfield,NSW,2020-2023
Mazda,2,USED,Automatic,Front,Unleaded,11824.0,4,Hatchback,5,5,29990.0,1.5,5.2,Grey,Wollongong,NSW,2020-2023
Toyota,Corolla,USED,Automatic,Front,Unleaded,250318.0,4,Hatchback,5,5,10990.0,1.8,7.7,Silver,Minchinbury,NSW,Before 2012
Jeep,Grand,USED,Automatic,4WD,Premium,39967.0,6,SUV,4,5,34800.0,3.6,10.4,White,Castle Hill,NSW,2012-2016
Hyundai,Tucson,USED,Automatic,Front,Unleaded,38341.0,4,SUV,4,5,28984.0,2.0,7.9,Blue,Granville,NSW,2020-2023
Toyota,Camry,USED,Automatic,Front,Unleaded,7528.0,4,Sedan,4,5,32990.0,2.5,8.3,Silver,Castle Hill,NSW,2020-2023
Honda,City,USED,Automatic,Front,Unleaded,94385.0,4,Sedan,4,5,19999.0,1.5,5.8,Silver,Homebush,NSW,2017-2019
Toyota,C-HR,USED,Automatic,AWD,Premium,110047.0,4,SUV,4,5,29990.0,1.2,5.6,Red,Wollongong,NSW,2017-2019
Kia,Sorento,USED,Automatic,AWD,Diesel,164189.0,4,SUV,4,7,16990.0,2.2,7.4,Silver,Cabramatta,NSW,2012-2016
Holden,Cruze,USED,Automatic,Front,Unleaded,106722.0,4,Hatchback,5,5,10800.0,1.8,7.4,White,Smithfield,NSW,2012-2016
Isuzu,MU-X,USED,Automatic,Front,Diesel,72650.0,4,SUV,4,7,39880.0,3.0,8.1,White,Blacktown,NSW,2017-2019
Kia,Cerato,USED,Automatic,Front,Unleaded,123624.0,4,Sedan,4,5,14995.0,1.8,7.1,Silver,Camden,NSW,2012-2016
Lexus,IS350,USED,Automatic,Rear,Premium,155620.0,6,Sedan,4,5,27990.0,3.5,9.7,Silver,Castle Hill,NSW,2012-2016
Mazda,2,USED,Automatic,Front,Unleaded,53426.0,4,Hatchback,5,5,22990.0,1.5,4.9,White,Wollongong,NSW,2017-2019
Toyota,Corolla,USED,Automatic,Front,Unleaded,114727.0,4,Hatchback,5,5,14995.0,1.8,7.7,Silver,Minchinbury,NSW,Before 2012
Toyota,Kluger,USED,Automatic,AWD,Unleaded,98983.0,6,SUV,4,7,39280.0,3.5,10.6,Grey,Blacktown,NSW,2012-2016
Volkswagen,Golf,USED,Automatic,Front,Premium,160523.0,4,Hatchback,3,5,10990.0,2.0,8.1,Silver,Leichhardt,NSW,Before 2012
Holden,Commodore,USED,Automatic,Rear,Premium,96000.0,8,Sedan,4,5,47990.0,6.0,11.8,White,Castle Hill,NSW,2012-2016
Nissan,X-Trail,USED,Automatic,Front,Unleaded,39397.0,4,SUV,4,5,23950.0,2.5,7.9,Red,Penrith,NSW,2012-2016
Hyundai,I30,USED,Automatic,Front,Unleaded,54368.0,4,Hatchback,4,5,26990.0,2.0,7.4,White,Campbelltown,NSW,2020-2023
Holden,Cruze,USED,Automatic,Front,Unleaded,220683.0,4,Hatchback,5,5,7990.0,1.8,7.4,Silver,Adamstown,NSW,2012-2016
Mini,Cooper,USED,Manual,Other,Premium,79008.0,4,Hatchback,2,4,28999.0,1.8,5.861904761904762,Black,Blacktown,NSW,2012-2016
Toyota,Camry,USED,Automatic,Front,Unleaded,89140.0,4,Sedan,4,5,17900.0,2.5,7.8,Grey,Five Dock,NSW,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,149974.0,4,Hatchback,5,5,16990.0,1.8,6.6,Red,Lidcombe,NSW,2012-2016
Hyundai,I30,USED,Automatic,Front,Unleaded,44879.0,4,Hatchback,4,5,26990.0,2.0,7.4,White,Blacktown,NSW,2017-2019
Mazda,BT-50,USED,Automatic,4WD,Diesel,110909.0,5,Ute / Tray,4,5,34913.0,3.2,9.2,White,Cardiff,NSW,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,109519.0,4,Hatchback,5,5,19990.0,1.8,6.6,White,Castle Hill,NSW,2012-2016
Kia,Stinger,USED,Automatic,Rear,Unleaded,19372.0,6,Sedan,4,5,55888.0,3.3,10.2,Grey,Carlton,NSW,2020-2023
Toyota,RAV4,USED,Automatic,AWD,Unleaded,155198.0,4,SUV,4,5,24950.0,2.5,8.5,Silver,Granville,NSW,2012-2016
Honda,Jazz,USED,Automatic,Front,Unleaded,111323.0,4,Hatchback,5,5,12800.0,1.3,6.6,Green,Kirrawee,NSW,2012-2016
BMW,430I,USED,Automatic,Rear,Premium,79882.0,4,Hatchback,5,5,41280.0,2.0,5.8,Grey,Blacktown,NSW,2017-2019
Volkswagen,Golf,USED,Manual,Front,Premium,155839.0,4,Hatchback,5,5,13990.0,2.0,8.1,Silver,Minchinbury,NSW,Before 2012
Subaru,Outback,USED,Automatic,AWD,Unleaded,66805.0,4,SUV,4,5,33898.0,2.5,7.3,Grey,Blacktown,NSW,2017-2019
Ford,Territory,USED,Automatic,Rear,Diesel,227646.0,6,SUV,4,5,8913.0,2.7,8.2,Silver,Cardiff,NSW,Before 2012
Kia,RIO,USED,Automatic,Front,Unleaded,88465.0,4,Hatchback,5,5,14888.0,1.4,6.3,Silver,Pennant Hills,NSW,2012-2016
Holden,Commodore,USED,Automatic,Rear,Unleaded,237426.0,6,Sedan,4,5,15995.0,3.6,9.5,Blue,Minchinbury,NSW,2012-2016
Toyota,Landcruiser,USED,Manual,4WD,Diesel,41750.0,6,Ute / Tray,2,3,48999.0,4.2,9.576276276276277,Red,Lidcombe,NSW,Before 2012
Toyota,Hilux,USED,Manual,Rear,Diesel,345194.0,4,Ute / Tray,4,5,12990.0,3.0,8.1,White,Blacktown,NSW,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,130970.0,4,Hatchback,5,5,23990.0,1.8,6.1,Red,East Maitland,NSW,2017-2019
Honda,Civic,USED,Automatic,Front,Unleaded,35612.0,4,Sedan,4,5,24888.0,1.5,6.0,Silver,Liverpool,NSW,2012-2016
Audi,A3,USED,Automatic,Front,Premium,148265.0,4,Hatchback,5,5,13999.0,1.8,6.7,Brown,Leichhardt,NSW,2012-2016
Hyundai,I30,USED,Automatic,Front,Unleaded,83494.0,4,Hatchback,4,5,27950.0,1.6,7.1,Black,Minto,NSW,2017-2019
Mazda,2,USED,Automatic,Front,Unleaded,85492.0,4,Hatchback,5,5,13990.0,1.5,6.8,Silver,Lidcombe,NSW,2012-2016
Volkswagen,Tiguan,USED,Automatic,AWD,Premium,126408.0,4,SUV,4,5,19999.0,2.0,8.8,Grey,Cardiff,NSW,2012-2016
Renault,Trafic,USED,Manual,Front,Diesel,173156.0,4,Commercial,4,3,22950.0,1.6,6.2,White,Granville,NSW,2017-2019
Land,Rover,USED,Automatic,AWD,Premium,26227.0,4,SUV,4,5,69800.0,2.0,8.1,Black,Rozelle,NSW,2020-2023
Honda,HR-V,USED,Automatic,Front,Unleaded,101821.0,4,SUV,4,5,20995.0,1.8,6.6,Black,Minchinbury,NSW,2017-2019
Mitsubishi,Triton,USED,Manual,4WD,Diesel,221872.0,4,Ute / Tray,4,5,14413.0,2.5,8.1,White,Cardiff,NSW,2012-2016
Nissan,Pulsar,USED,Automatic,Front,Unleaded,90691.0,4,Sedan,4,5,14776.0,1.8,6.7,White,Liverpool,NSW,2012-2016
Mazda,6,USED,Automatic,Front,Unleaded,24305.0,4,Sedan,4,5,29990.0,2.5,7.0,Blue,Arncliffe,NSW,2017-2019
Audi,A4,USED,Automatic,Front,Premium,168901.0,4,Sedan,4,5,7950.0,2.0,8.3,Silver,Petersham,NSW,Before 2012
Honda,Accord,USED,Automatic,Front,Unleaded,167562.0,4,Sedan,4,5,7949.0,2.4,9.3,Gold,Lansvale,NSW,Before 2012
Audi,SQ5,USED,Automatic,AWD,Diesel,152995.0,6,SUV,5,5,29999.0,3.0,6.8,Grey,Five Dock,NSW,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,236946.0,4,Sedan,4,5,8880.0,1.8,7.4,Silver,Kirrawee,NSW,Before 2012
Holden,Commodore,USED,Automatic,Rear,Unleaded,183580.0,6,Wagon,4,5,12990.0,3.6,9.8,Silver,Adamstown,NSW,Before 2012
Nissan,X-Trail,USED,Automatic,Front,Diesel,124882.0,4,SUV,4,5,19888.0,1.6,5.3,Red,Liverpool,NSW,2012-2016
Mazda,6,USED,Automatic,Front,Premium,247519.0,4,Sedan,4,5,5950.0,2.3,8.9,Gold,Minto,NSW,Before 2012
Audi,Q3,USED,Automatic,Front,Premium,9819.0,4,SUV,4,5,51990.0,1.4,7.2,Blue,Jamisontown,NSW,2020-2023
Mitsubishi,Triton,USED,Automatic,Rear,Diesel,43839.0,4,Ute / Tray,2,2,33990.0,2.4,8.3,White,Gateshead,NSW,2020-2023
Hyundai,I30,USED,Automatic,Front,Unleaded,106286.0,4,Hatchback,5,5,16990.0,1.8,6.9,Silver,Minchinbury,NSW,2012-2016
Mercedes-Benz,C-CLASS,USED,Automatic,Other,Unleaded,167420.0,4,Coupe,4,5,15999.0,2.393601410934744,7.8050222094856,Black,Rouse Hill,NSW,Before 2012
Toyota,Kluger,USED,Automatic,Front,Unleaded,128601.0,6,SUV,4,7,36888.0,3.5,9.1,White,Blacktown,NSW,2017-2019
Subaru,Outback,USED,Automatic,AWD,Premium,91016.0,6,SUV,4,5,16999.0,3.6,10.3,Black,Brookvale,NSW,Before 2012
Jaguar,XF,USED,Automatic,Rear,Diesel,38821.0,4,Sedan,4,5,29800.0,2.2,5.2,Grey,Rozelle,NSW,2012-2016
Nissan,X-Trail,USED,Automatic,Front,Unleaded,94239.0,4,SUV,4,7,22990.0,2.5,7.9,White,Minchinbury,NSW,2012-2016
Ford,Ranger,USED,Manual,4WD,Diesel,167122.0,5,Ute / Tray,4,5,23913.0,3.2,9.4,White,Cardiff,NSW,2012-2016
Honda,Accord,USED,Automatic,Front,Premium,207966.0,4,Sedan,4,5,8990.0,2.4,9.4,Silver,Cabramatta,NSW,Before 2012
Ford,Ranger,USED,Manual,4WD,Diesel,108767.0,5,Ute / Tray,2,2,29999.0,3.2,8.3,Other,Mcgraths Hill,NSW,2017-2019
Volkswagen,Polo,USED,Automatic,Front,Premium,39578.0,4,Hatchback,5,5,16420.0,1.2,4.8,White,Leichhardt,NSW,2012-2016
Mazda,2,USED,Automatic,Front,Unleaded,105633.0,4,Hatchback,5,5,16990.0,1.5,4.9,Red,Brookvale,NSW,2012-2016
Nissan,Pulsar,USED,Automatic,Front,Unleaded,169981.0,4,Sedan,4,5,7880.0,1.8,8.0,Blue,Minchinbury,NSW,Before 2012
Toyota,HiAce,USED,Automatic,Other,Diesel,91702.0,4,Commercial,4,2,38999.0,2.842857142857143,9.511267605633805,Black,Lidcombe,NSW,2017-2019
Hyundai,Veloster,USED,Automatic,Front,Unleaded,138263.0,4,Hatchback,3,4,21995.0,1.6,6.4,White,Minchinbury,NSW,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,238016.0,4,Hatchback,5,5,5999.0,1.8,7.4,Silver,Kurri Kurri,NSW,Before 2012
Audi,Q3,USED,Automatic,AWD,Diesel,73021.0,4,SUV,4,5,27995.0,2.0,5.9,White,Minchinbury,NSW,2012-2016
Holden,Cruze,USED,Automatic,Front,Diesel,106831.0,4,Sedan,4,5,8995.0,2.0,6.9,Silver,Bankstown,NSW,Before 2012
Hyundai,I30,USED,Automatic,Front,Unleaded,209552.0,4,Hatchback,5,5,7995.0,2.0,7.6,Red,Minchinbury,NSW,2012-2016
Mitsubishi,Outlander,USED,Automatic,AWD,Unleaded,51311.0,4,SUV,4,5,30888.0,2.4,7.2,Red,Ryde,NSW,2020-2023
Toyota,Yaris,USED,Automatic,Front,Hybrid,17984.0,3,Hatchback,5,5,39990.0,1.5,3.3,Brown,East Maitland,NSW,2020-2023
Jeep,Grand,USED,Automatic,4WD,Diesel,137763.0,6,SUV,4,5,24990.0,3.0,7.5,Black,Mount Druitt,NSW,2012-2016
Honda,CR-V,USED,Automatic,Front,Unleaded,21532.0,4,SUV,4,5,39990.0,1.5,7.3,Grey,Banksia,NSW,2020-2023
Land,Rover,USED,Automatic,4WD,Diesel,139968.0,6,SUV,4,7,54990.0,3.0,8.8,Black,Castle Hill,NSW,2012-2016
MG,ZS,DEMO,Automatic,Front,Unleaded,15.0,4,SUV,4,5,23690.0,1.5,7.1,Blue,Blacktown,NSW,2020-2023
Mitsubishi,Triton,USED,Manual,4WD,Diesel,154276.0,4,Ute / Tray,4,5,28990.0,2.4,7.2,Silver,Adamstown,NSW,2012-2016
Toyota,HiAce,USED,Automatic,Rear,Diesel,90.0,4,Commercial,4,2,79800.0,2.842857142857143,9.511267605633805,White,Ingleburn,NSW,2020-2023
Kia,RIO,USED,Manual,Front,Unleaded,131990.0,4,Hatchback,5,5,11490.0,1.4,5.7,Silver,Smeaton Grange,NSW,2012-2016
Toyota,Corolla,USED,Automatic,Front,Unleaded,173605.0,4,Hatchback,5,5,18995.0,2.0,6.0,White,Sylvania,NSW,2017-2019
Toyota,HiAce,USED,Automatic,Rear,Diesel,160331.0,4,Commercial,4,2,34995.0,3.0,8.7,White,Lidcombe,NSW,2017-2019
Holden,Commodore,USED,Automatic,Rear,Unleaded,203500.0,6,Wagon,4,5,7995.0,3.0,9.3,White,Minchinbury,NSW,Before 2012
Toyota,Hilux,USED,Automatic,4WD,Diesel,37726.0,4,Ute / Tray,4,5,49913.0,2.8,8.5,White,Cardiff,NSW,2017-2019
Mazda,3,USED,Automatic,Front,Unleaded,50304.0,4,Hatchback,5,5,23400.0,2.5,6.1,White,Jamisontown,NSW,2017-2019
Hyundai,Accent,USED,Automatic,Front,Unleaded,103629.0,4,Sedan,4,5,12995.0,1.6,6.4,Silver,Minchinbury,NSW,2012-2016
Holden,Calais,USED,Automatic,Rear,Unleaded,224899.0,6,Sedan,4,5,15800.0,4.193877551020408,10.92040816326531,Silver,Minchinbury,NSW,2012-2016
Jeep,Grand,USED,Automatic,4WD,Diesel,92805.0,6,SUV,4,5,23913.0,3.0,7.5,Red,Cardiff,NSW,2012-2016
Mercedes-Benz,C200,USED,Automatic,Rear,Unleaded,98800.0,4,Sedan,4,5,9888.0,1.8,9.5,Black,Brookvale,NSW,Before 2012
Holden,Commodore,USED,Automatic,Rear,Unleaded,127994.0,6,Wagon,4,5,13990.0,3.6,11.0,Silver,Sylvania,NSW,Before 2012
Subaru,Impreza,USED,Automatic,AWD,Unleaded,171352.0,4,Hatchback,5,5,15999.0,2.0,6.8,Black,Homebush,NSW,2012-2016
Mazda,BT-50,USED,Automatic,4WD,Diesel,31931.0,5,Ute / Tray,4,5,38800.0,3.2,9.2,White,Smithfield,NSW,2012-2016
Suzuki,Swift,USED,Automatic,Front,Unleaded,158817.0,4,Hatchback,5,5,11800.0,1.4,6.2,Black,Minchinbury,NSW,Before 2012
Volkswagen,Golf,USED,Manual,Front,Premium,89757.0,4,Hatchback,5,5,16990.0,1.4,5.7,Grey,Croydon,NSW,2012-2016
Mitsubishi,Pajero,USED,Automatic,Other,Diesel,151105.0,4,Wagon,4,7,36999.0,2.890551181102362,8.989344262295083,Blue,Blacktown,NSW,2017-2019
Mercedes-Benz,E250,USED,Automatic,Rear,Premium,120209.0,4,Sedan,4,5,18990.0,1.8,7.6,Silver,Granville,NSW,Before 2012
Holden,Commodore,USED,Automatic,Rear,Unleaded,174239.0,6,Wagon,4,5,13800.0,3.0,8.9,White,Kirrawee,NSW,Before 2012
Toyota,Camry,USED,Automatic,Front,Unleaded,95362.0,4,Sedan,4,5,12995.0,2.4,9.5,Gold,Minchinbury,NSW,Before 2012
Toyota,C-HR,USED,Automatic,AWD,Premium,67615.0,4,SUV,4,5,32980.0,1.2,5.6,Other,Richmond,NSW,2017-2019
Peugeot,308,USED,Automatic,Front,Premium,41522.0,3,Hatchback,5,5,18777.0,1.2,5.1,Red,Cardiff,NSW,2017-2019
Audi,Q2,USED,Automatic,Front,Premium,38238.0,4,SUV,4,5,35800.0,1.4,5.3,Yellow,Rozelle,NSW,2017-2019
Kia,Sorento,USED,Automatic,AWD,Diesel,157465.0,4,SUV,4,7,28950.0,2.2,7.2,White,Granville,NSW,2017-2019
BMW,218I,USED,Automatic,Front,Premium,44286.0,3,Hatchback,4,5,26800.0,1.5,5.2,White,Rozelle,NSW,2017-2019
Hyundai,Tucson,USED,Automatic,AWD,Diesel,116134.0,4,SUV,4,5,28880.0,2.0,6.8,White,Milperra,NSW,2017-2019
Nissan,Patrol,USED,Manual,4WD,Diesel,165374.0,4,SUV,4,7,32950.0,3.0,10.8,Blue,Penrith,NSW,Before 2012
Hyundai,I30,USED,Automatic,Front,Unleaded,40178.0,4,Hatchback,4,5,26300.0,2.0,7.4,White,Castle Hill,NSW,2020-2023
Honda,Accord,USED,Automatic,Front,Premium,191701.0,4,Sedan,4,5,10499.0,2.4,8.9,Red,Granville,NSW,Before 2012
Mitsubishi,ASX,USED,Automatic,Front,Unleaded,43534.0,4,SUV,4,5,25990.0,2.0,7.6,White,Campbelltown,NSW,2017-2019
Nissan,Qashqai,USED,Automatic,Front,Unleaded,77936.0,4,SUV,4,5,23990.0,2.0,6.9,White,Smeaton Grange,NSW,2012-2016
Toyota,Landcruiser,USED,Manual,4WD,Diesel,217658.0,8,Ute / Tray,2,3,56913.0,4.5,11.5,White,Cardiff,NSW,2012-2016
Volkswagen,Passat,USED,Automatic,Front,Premium,49801.0,4,Wagon,4,5,26990.0,1.8,6.0,White,Smeaton Grange,NSW,2012-2016
Subaru,Forester,USED,Automatic,AWD,Unleaded,121608.0,4,SUV,4,5,16950.0,2.5,8.1,Black,Pendle Hill,NSW,2012-2016
Renault,Megane,USED,Automatic,Front,Premium,112133.0,4,Wagon,4,5,13999.0,1.2,5.6,Black,Croydon,NSW,2012-2016
Renault,Trafic,USED,Manual,Front,Diesel,153438.0,4,Commercial,4,3,31950.0,1.6,6.2,White,Liverpool,NSW,2017-2019
Toyota,Hilux,USED,Manual,Rear,Unleaded,215189.0,4,Ute / Tray,2,3,13995.0,2.7,11.0,White,Camden,NSW,2012-2016
Holden,Cruze,USED,Manual,Front,Unleaded,139558.0,4,Sedan,4,5,12990.0,1.6,7.4,Black,Granville,NSW,2012-2016
Volkswagen,Crafter,USED,Manual,Rear,Diesel,265837.0,4,Commercial,3,2,25995.0,2.0,7.8050222094856,White,Lidcombe,NSW,2012-2016
Hyundai,I30,USED,Automatic,Front,Unleaded,186939.0,4,Hatchback,5,5,10995.0,2.0,7.6,White,Minchinbury,NSW,Before 2012
BMW,3,USED,Automatic,Rear,Unleaded,149501.0,4,Coupe,4,5,23990.0,2.393601410934744,7.8050222094856,White,Granville,NSW,2012-2016
Kia,Cerato,USED,Automatic,Front,Unleaded,103354.0,4,Hatchback,5,5,15888.0,1.8,7.1,White,Cardiff,NSW,2012-2016
Toyota,Tarago,USED,Automatic,Front,Unleaded,115000.0,4,Wagon,4,8,22999.0,2.4,8.9,White,Brookvale,NSW,2012-2016
Toyota,Camry,USED,Automatic,Front,Unleaded,97480.0,4,Sedan,4,5,23999.0,2.5,7.9,Other,Kirrawee,NSW,2017-2019
Toyota,Corolla,USED,Automatic,Front,Unleaded,82020.0,4,Hatchback,5,5,29888.0,2.0,6.0,White,Waitara,NSW,2017-2019
Honda,HR-V,USED,Automatic,Front,Unleaded,29007.0,4,SUV,4,5,34990.0,1.8,6.7,Grey,Banksia,NSW,2020-2023
Kia,Sportage,USED,Automatic,Front,Unleaded,115759.0,4,SUV,4,5,24990.0,2.0,7.9,White,Singleton,NSW,2017-2019
Volkswagen,Golf,USED,Automatic,Front,Diesel,168624.0,4,Hatchback,5,5,16800.0,1.713793103448276,6.286206896551724,Grey,Minchinbury,NSW,2012-2016
Land,Rover,USED,Automatic,Other,Diesel,236221.0,4,Wagon,4,5,9999.0,2.766666666666667,7.539320388349514,Gold,Five Dock,NSW,Before 2012
Toyota,Camry,USED,Automatic,Front,Unleaded,260901.0,4,Sedan,4,5,6990.0,2.4,9.9,Blue,Lansvale,NSW,Before 2012
Hyundai,Iload,USED,Automatic,Rear,Diesel,57505.0,4,Commercial,4,3,35995.0,2.5,8.8,Grey,Sylvania,NSW,2017-2019
Subaru,Impreza,USED,Manual,AWD,Premium,153891.0,4,Sedan,4,5,16420.0,2.5,10.7,Grey,Leichhardt,NSW,Before 2012
Holden,Rodeo,USED,Manual,Rear,Unleaded,169587.0,6,Ute / Tray,4,5,9913.0,3.5,11.5,White,Cardiff,NSW,Before 2012
BMW,320D,USED,Automatic,Rear,Diesel,170658.0,4,Coupe,2,4,17890.0,2.0,5.3,Black,Haberfield,NSW,2012-2016
Toyota,RAV4,USED,Automatic,Front,Unleaded,119342.0,4,SUV,4,5,21888.0,2.0,7.4,White,Liverpool,NSW,2012-2016
Volkswagen,Amarok,USED,Automatic,4WD,Diesel,132194.0,6,Ute / Tray,4,5,41950.0,3.0,7.8,Blue,Glebe,NSW,2012-2016
Holden,Astra,USED,Automatic,Front,Premium,128928.0,4,Hatchback,5,5,15984.0,1.6,6.3,Red,Granville,NSW,2017-2019
Toyota,Kluger,USED,Automatic,4WD,Unleaded,269287.0,6,SUV,4,7,13995.0,3.5,11.0,White,Minchinbury,NSW,Before 2012
Toyota,Corolla,USED,Automatic,Front,Hybrid,60906.0,4,Hatchback,5,5,35990.0,1.8,4.2,Silver,East Maitland,NSW,2017-2019
Nissan,X-Trail,USED,Automatic,Front,Unleaded,188702.0,4,SUV,4,5,14900.0,2.5,7.9,Red,Kirrawee,NSW,2012-2016
BMW,X1,USED,Automatic,Front,Diesel,41275.0,4,SUV,4,5,34880.0,2.0,4.7,Brown,Warwick Farm,NSW,2017-2019
Mazda,6,USED,Automatic,Front,Premium,196135.0,4,Wagon,4,5,8950.0,2.5,8.9,Red,Minto,NSW,Before 2012
Ford,Ranger,USED,Automatic,4WD,Diesel,196114.0,5,Ute / Tray,4,5,36990.0,3.2,8.8,White,Caringbah,NSW,2017-2019
Hyundai,Imax,USED,Automatic,Rear,Premium,152352.0,4,Wagon,4,8,19990.0,2.4,10.6,Silver,Adamstown,NSW,Before 2012
Toyota,RAV4,USED,Automatic,AWD,Diesel,165245.0,4,SUV,4,5,16995.0,2.2,6.5,Silver,Minchinbury,NSW,2012-2016
Toyota,Kluger,USED,Automatic,4WD,Unleaded,101222.0,6,SUV,4,7,23990.0,3.5,11.0,White,Brookvale,NSW,2012-2016
Holden,Colorado,USED,Automatic,Rear,Diesel,164863.0,4,Ute / Tray,4,5,23888.0,2.8,8.8,White,Bankstown,NSW,2017-2019
Toyota,Corolla,USED,Automatic,Front,Unleaded,74113.0,4,Hatchback,5,5,24950.0,1.8,6.1,Silver,Liverpool,NSW,2012-2016
Holden,Captiva,USED,Automatic,AWD,Unleaded,121948.0,6,SUV,4,7,8999.0,3.0,11.3,Gold,Elderslie,NSW,2012-2016
Mercedes-Benz,C200,USED,Automatic,Rear,Premium,73989.0,4,Sedan,4,5,13913.0,1.8,8.2,Silver,Cardiff,NSW,Before 2012
Skoda,Octavia,USED,Automatic,Front,Diesel,81608.0,4,Wagon,4,5,11880.0,2.0,5.5,Grey,Arncliffe,NSW,Before 2012
Holden,Colorado,USED,Automatic,Other,Unleaded,166136.0,4,Wagon,4,5,23995.0,2.825136612021858,8.909289617486339,White,Seven Hills,NSW,2012-2016
Lexus,UX200,USED,Automatic,Front,Unleaded,5159.0,4,SUV,4,5,43990.0,2.0,5.8,White,Castle Hill,NSW,2017-2019
Hyundai,Imax,USED,Automatic,Rear,Premium,240239.0,4,Wagon,4,8,15990.0,2.4,10.6,Grey,Minchinbury,NSW,Before 2012
Hyundai,Tucson,USED,Automatic,Front,Unleaded,104066.0,4,SUV,4,5,26990.0,2.0,7.9,White,Singleton,NSW,2017-2019
Toyota,RAV4,USED,Automatic,Other,Unleaded,179643.0,4,Wagon,4,5,12990.0,2.4,6.37235294117647,Gold,Leichhardt,NSW,Before 2012
Kia,RIO,USED,Automatic,Front,Unleaded,67712.0,4,Hatchback,5,5,21800.0,1.4,6.0,Red,Rozelle,NSW,2020-2023
Nissan,Navara,USED,Manual,4WD,Diesel,62782.0,4,Ute / Tray,4,5,41990.0,2.3,6.5,Silver,Windsor,NSW,2017-2019
Ford,Transit,USED,Manual,Rear,Diesel,183441.0,4,Commercial,2,3,34990.0,2.125,8.021428571428572,White,Cabramatta,NSW,2012-2016
Toyota,Hilux,USED,Automatic,4WD,Diesel,162384.0,4,Ute / Tray,4,5,37888.0,2.8,8.5,White,Blacktown,NSW,2017-2019
Jaguar,XF,USED,Automatic,Rear,Diesel,133360.0,6,Sedan,4,5,23950.0,3.0,6.8,Black,Rydalmere,NSW,Before 2012
Mitsubishi,ASX,USED,Automatic,Front,Unleaded,89044.0,4,SUV,4,5,20995.0,2.0,7.4,White,Minchinbury,NSW,2017-2019
Kia,Picanto,USED,Automatic,Front,Unleaded,4758.0,4,Hatchback,5,5,20444.0,1.2,5.8,Grey,Cardiff,NSW,2020-2023
Toyota,RAV4,USED,Automatic,Front,Unleaded,130569.0,4,SUV,4,5,23400.0,2.0,7.4,White,Granville,NSW,2012-2016
Honda,Civic,USED,Manual,Front,Premium,88363.0,4,Hatchback,5,4,49880.0,2.0,8.8,Red,Chipping Norton,NSW,2017-2019
Toyota,RAV4,USED,Manual,4WD,Unleaded,192415.0,4,SUV,4,5,10999.0,2.4,9.6,Black,Leichhardt,NSW,Before 2012
Isuzu,D-MAX,USED,Manual,Rear,Diesel,223907.0,4,Ute / Tray,2,2,14913.0,3.0,8.0,White,Cardiff,NSW,2012-2016
Ford,Territory,USED,Automatic,AWD,Diesel,157563.0,6,SUV,4,7,16999.0,2.7,9.0,Grey,Blacktown,NSW,2012-2016
Isuzu,D-MAX,USED,Automatic,4WD,Diesel,310215.0,4,Ute / Tray,2,4,21990.0,3.0,8.1,White,Bankstown,NSW,2012-2016
Mazda,3,USED,Manual,Front,Unleaded,209628.0,4,Sedan,4,5,13995.0,2.0,5.8,Grey,Minchinbury,NSW,2012-2016
Kia,Carnival,USED,Automatic,Front,Unleaded,76027.0,6,Wagon,4,8,41999.0,3.3,11.6,White,Elderslie,NSW,2017-2019
Kia,Cerato,USED,Automatic,Front,Unleaded,97125.0,4,Coupe,2,5,11990.0,2.0,7.8,Red,Smeaton Grange,NSW,Before 2012
Mazda,3,USED,Manual,Front,Unleaded,55677.0,4,Hatchback,5,5,24888.0,2.0,6.2,White,Liverpool,NSW,2017-2019
Toyota,Camry,USED,Automatic,Front,Unleaded,134916.0,4,Sedan,4,5,9990.0,2.4,8.8,Silver,Kurri Kurri,NSW,Before 2012
Ford,Focus,USED,Manual,Front,Premium,117686.0,4,Hatchback,5,5,26888.0,2.0,7.3,Grey,Liverpool,NSW,2012-2016
